i'm 19 .	j'ai 19 ans .
i'm behind schedule .	je suis en retard sur le programme .
i'm extremely happy .	je suis extrêmement heureux .
i'm getting married .	je vais me marier .
i'm incredibly busy .	je suis incroyablement occupé .
i'm learning basque .	je suis en train d'apprendre le basque .
i'm learning french .	je suis en train d'apprendre le français .
i'm leaving tonight .	je pars ce soir .
i'm making progress .	je fais des progrès .
i'm not apologizing .	je ne présente pas mes excuses .
i'm not comfortable .	je ne suis pas à l'aise .
i'm not complaining .	je ne me plains pas .
i'm not disagreeing .	je l'accorde .
i'm not discouraged .	je ne suis pas découragé .
i'm not discouraged .	je ne suis pas découragée .
i'm not embarrassed .	je ne suis pas embarrassé .
i'm not embarrassed .	je ne suis pas embarrassée .
i'm not intimidated .	je ne suis pas intimidé .
i'm not intimidated .	je ne suis pas intimidée .
i'm not presentable .	je ne suis pas présentable .
i'm perfectly happy .	je suis parfaitement heureux .
i'm perfectly happy .	je suis parfaitement heureuse .
i'm slightly hungry .	j'ai légèrement faim .
i'm still concerned .	je suis toujours inquiet .
i'm still undecided .	je suis encore indécis .
i'm studying french .	je suis en train d'étudier le français .
i'm studying french .	j'étudie le français .
i'm traveling light .	je voyage léger .
i'm very frustrated .	je suis très frustré .
i'm very frustrated .	je suis très frustrée .
she is bad-mannered .	elle est mal élevée .
she is dark-skinned .	elle a la peau noire .
she is good-natured .	elle a une bonne nature .
she is good-natured .	elle est bienveillante .
she stopped talking .	elle arrêta de parler .
she stopped talking .	elle a arrêté de parler .
she studies english .	elle étudie l'anglais .
they are christians .	ils sont chrétiens .
they are christians .	ce sont des chrétiens .
they are christians .	elles sont chrétiennes .
they are christians .	ce sont des chrétiennes .
they're all thieves .	ce sont tous des voleurs .
they're all thieves .	ce sont toutes des voleuses .
they're all waiting .	ils attendent tous .
they're all waiting .	elles attendent toutes .
they're all waiting .	elles sont toutes en train d'attendre .
they're all waiting .	ils sont tous en train d'attendre .
they're almost here .	ils sont presque là .
they're almost here .	ils en sont presque là .
they're almost here .	elles sont presque là .
they're almost here .	elles en sont presque là .
they're ignoring me .	ils ne me prêtent pas attention .
they're really ugly .	ils sont vraiment moches .
they're really ugly .	elles sont vraiment moches .
they're still young .	ils sont encore jeunes .
they're still young .	elles sont encore jeunes .
we're all different .	nous sommes tous différents .
we're all different .	nous sommes toutes différentes .
we're all impressed .	nous sommes tous impressionnés .
we're all impressed .	nous sommes toutes impressionnées .
we're all prisoners .	nous sommes tous prisonniers .
we're all prisoners .	nous sommes toutes prisonnières .
we're all witnesses .	nous sommes tous témoins .
we're always hungry .	nous avons toujours faim .
we're among friends .	nous sommes au milieu d'amis .
we're back together .	nous sommes de nouveau ensemble .
we're being watched .	on nous regarde .
we're being watched .	nous sommes observés .
we're both teachers .	nous sommes tous deux enseignants .
we're both teachers .	nous sommes toutes deux enseignantes .
we're close friends .	nous sommes des amis proches .
we're closing early .	nous fermons tôt .
we're conscientious .	nous sommes consciencieux .
we're conscientious .	nous sommes consciencieuses .
we're eating apples .	nous sommes en train de manger des pommes .
we're finally alone .	nous sommes enfin seuls .
we're finally alone .	nous sommes enfin seules .
we're finally alone .	on est enfin seuls .
we're finally alone .	on est enfin seules .
we're finished here .	nous en avons fini, ici .
we're getting close .	nous nous approchons .
we're getting close .	nous nous en approchons .
we're getting close .	nous en approchons .
we're getting there .	nous y arrivons .
we're getting tired .	nous commençons à fatiguer .
we're going dancing .	nous allons danser .
we're going hunting .	nous allons à la chasse .
we're halfway there .	nous sommes à la moitié du chemin .
we're having dinner .	nous sommes en train de déjeuner .
we're just children .	nous ne sommes que des enfants .
we're just starting .	nous ne faisons que commencer .
we're just students .	nous ne sommes que des étudiants .
we're like brothers .	nous sommes comme des frères .
we're not impressed .	nous ne sommes pas impressionnés .
we're not impressed .	nous ne sommes pas impressionnées .
we're not listening .	nous sommes pas en train d'écouter .
we're not prisoners .	nous ne sommes pas prisonniers .
we're not prisoners .	nous ne sommes pas prisonnières .
we're not strangers .	nous ne sommes pas des étrangers .
we're open tomorrow .	nous sommes ouverts demain .
we're playing cards .	nous sommes en train de jouer aux cartes .
we're really scared .	nous avons vraiment peur .
we're still friends .	nous sommes toujours amis .
we're still married .	nous sommes encore mariés .
we're tempting fate .	nous tentons notre chance .
we're tempting fate .	nous tentons le diable .
we're truly worried .	on est vraiment inquiets .
we're very grateful .	nous sommes très reconnaissants .
we're very grateful .	nous sommes très reconnaissantes .
we're wasting water .	nous sommes en train de gaspiller de l'eau .
you're almost right .	tu as presque raison .
you're cantankerous .	tu es acariâtre .
you're cantankerous .	vous êtes acariâtre .
you're incorrigible .	tu es incorrigible .
you're incorrigible .	vous êtes incorrigible .
you're incorrigible .	vous êtes incorrigibles .
you're irresistible .	t'es irrésistible .
you're no different .	vous n'êtes pas différent .
you're no different .	vous n'êtes pas différente .
you're no different .	vous n'êtes pas différents .
you're no different .	vous n'êtes pas différentes .
you're no different .	tu n'es pas différent .
you're no different .	tu n'es pas différente .
you're not bleeding .	tu ne saignes pas .
you're not bleeding .	vous ne saignez pas .
you're not finished .	tu n'en as pas terminé .
you're not finished .	vous n'en avez pas terminé .
you're overreacting .	tu dramatises .
you're overreacting .	vous dramatisez .
you're overreacting .	tu réagis de manière excessive .
you're overreacting .	vous réagissez de manière excessive .
you're poisoning me .	tu m'empoisonnes .
you're poisoning me .	vous m'empoisonnez .
you're so impatient .	tu es tellement impatient .
you're so impatient .	tu es tellement impatiente .
you're so impatient .	vous êtes tellement impatient .
you're so impatient .	vous êtes tellement impatiente .
you're so impatient .	vous êtes tellement impatients .
you're so impatient .	vous êtes tellement impatientes .
you're the greatest .	tu es le meilleur .
you're the greatest .	tu es la meilleure .
you're the greatest .	vous êtes le meilleur .
you're the greatest .	vous êtes la meilleure .
you're the prisoner .	c'est toi le prisonnier .
you're the sweetest .	vous êtes la plus mignonne .
you're the sweetest .	tu es la plus mignonne .
you're too trusting .	tu es trop confiant .
you're too trusting .	tu es trop confiante .
you're too trusting .	vous êtes trop confiant .
you're too trusting .	vous êtes trop confiante .
you're too trusting .	vous êtes trop confiants .
you're too trusting .	vous êtes trop confiantes .
you're very curious .	vous êtes très curieux .
you're very curious .	vous êtes fort curieux .
you're very curious .	vous êtes très curieuse .
you're very curious .	vous êtes très curieuses .
you're very curious .	vous êtes fort curieuse .
you're very curious .	vous êtes fort curieuses .
you're very curious .	tu es fort curieux .
you're very curious .	tu es fort curieuse .
you're very curious .	tu es très curieux .
you're very curious .	tu es très curieuse .
you're very forward .	vous êtes très effrontée .
you're very forward .	vous êtes fort effrontée .
you're very forward .	vous êtes très effronté .
you're very forward .	vous êtes très effrontées .
you're very forward .	vous êtes très effrontés .
you're very forward .	vous êtes fort effronté .
you're very forward .	vous êtes fort effrontées .
you're very forward .	vous êtes fort effrontés .
you're very forward .	tu es fort effrontée .
you're very forward .	tu es très effrontée .
you're very forward .	tu es fort effronté .
you're very forward .	tu es très effronté .
you're very helpful .	tu es très serviable .
you're very helpful .	tu es fort serviable .
you're very helpful .	vous êtes très serviable .
you're very helpful .	vous êtes fort serviable .
you're very helpful .	vous êtes très serviables .
you're very helpful .	vous êtes fort serviables .
you're very stylish .	tu es très élégante .
you're very stylish .	tu es fort élégante .
you're very stylish .	tu es très élégant .
you're very stylish .	tu es fort élégant .
you're very stylish .	vous êtes très élégante .
you're very stylish .	vous êtes très élégant .
you're very stylish .	vous êtes très élégantes .
you're very stylish .	vous êtes très élégants .
you're very stylish .	vous êtes fort élégante .
you're very stylish .	vous êtes fort élégant .
you're very stylish .	vous êtes fort élégantes .
you're very stylish .	vous êtes fort élégants .
you're wasting ammo .	vous gaspillez des munitions .
you're wasting ammo .	tu gaspilles des munitions .
you're wasting time .	vous gaspillez du temps .
you're wasting time .	tu gaspilles du temps .
you're with friends .	tu es avec des amis .
you're with friends .	tu es avec des amies .
you're with friends .	vous êtes avec des amis .
you're with friends .	vous êtes avec des amies .
you're working hard .	tu travailles dur .
you're working hard .	vous travaillez dur .
he speaks portuguese .	il parle portugais .
i'm calling security .	j'appelle la sécurité .
i'm checking options .	je vérifie les possibilités .
i'm feeling confused .	je me sens confus .
i'm feeling confused .	je me sens confuse .
i'm feeling stressed .	je me sens stressé .
i'm feeling stressed .	je me sens stressée .
i'm fixing something .	je répare quelque chose .
i'm highly motivated .	vous m'avez bien motivé .
i'm incredibly tired .	je suis incroyablement fatigué .
i'm not good-looking .	je ne suis pas beau .
i'm not good-looking .	je ne suis pas belle .
i'm pressing charges .	j'engage des poursuites .
i'm pressing charges .	je suis en train d'engager des poursuites .
i'm studying english .	j'étudie l'anglais .
i'm totally confused .	je suis complètement embrouillé .
i'm totally confused .	je suis complètement embrouillée .
i'm unnecessary here .	je ne suis pas utile ici .
i'm very comfortable .	je suis très à l'aise .
she sells vegetables .	elle vend des légumes .
she spoke impolitely .	elle parla impoliment .
she spoke impolitely .	elle a parlé impoliment .
they are approaching .	ils approchent .
they are approaching .	elles approchent .
they're all tourists .	ce sont tous des touristes .
they're all tourists .	ce sont toutes des touristes .
they're really tight .	ils sont vraiment intimes .
they're really tight .	ils sont vraiment serrés .
they're really tight .	ils sont vraiment radins .
they're sending help .	ils envoient de l'aide .
we're all devastated .	nous sommes tous anéantis .
we're all devastated .	nous sommes toutes anéanties .
we're all vulnerable .	nous sommes tous vulnérables .
we're always careful .	nous sommes toujours prudents .
we're always careful .	nous sommes toujours prudentes .
we're being attacked .	nous sommes attaqués .
we're being attacked .	nous sommes attaquées .
we're blood brothers .	nous sommes frères de sang .
we're both witnesses .	nous sommes tous deux témoins .
we're both witnesses .	nous sommes toutes deux témoins .
we're claustrophobic .	nous sommes claustrophobes .
we're getting closer .	nous nous approchons .
we're getting closer .	nous nous rapprochons .
we're getting closer .	nous devenons plus intimes .
we're getting warmer .	nous nous réchauffons .
we're going shopping .	nous allons faire des courses .
we're going shopping .	nous allons faire des emplettes .
we're going upstairs .	nous montons .
we're having company .	nous avons de la visite .
we're just beginning .	nous ne faisons que commencer .
we're not barbarians .	nous ne sommes pas des barbares .
we're not evacuating .	nous ne sommes pas en train d'évacuer .
we're not interested .	nous ne sommes pas intéressés .
we're not interested .	nous ne sommes pas intéressées .
we're not terrorists .	nous ne sommes pas des terroristes .
we're perfectly safe .	nous sommes parfaitement en sécurité .
we're protecting you .	nous vous protégeons .
we're really married .	nous sommes vraiment mariés .
we're really married .	nous sommes vraiment mariées .
we're still involved .	nous sommes toujours impliqués .
we're still involved .	nous sommes toujours impliquées .
we're still involved .	nous sommes toujours engagés .
we're still involved .	nous sommes toujours engagées .
we're still underage .	nous sommes encore mineurs .
we're still underage .	nous sommes encore mineures .
we're too vulnerable .	nous sommes trop vulnérables .
we're very different .	nous sommes très différents .
we're very different .	nous sommes très différentes .
you're german, right ?	tu es allemand, n'est-ce pas ?
you're being watched .	on te regarde .
you're conscientious .	tu es consciencieux .
you're conscientious .	vous êtes consciencieux .
you're conscientious .	tu es consciencieuse .
you're conscientious .	vous êtes consciencieuse .
you're conscientious .	vous êtes consciencieuses .
you're double-parked .	vous êtes garé en double file .
you're double-parked .	vous êtes garés en double file .
you're double-parked .	vous êtes garées en double file .
you're double-parked .	vous êtes garée en double file .
you're double-parked .	tu es garé en double file .
you're double-parked .	tu es garée en double file .
you're not listening !	vous n'écoutez pas !
you're not listening !	tu n'écoutes pas !
you're opportunistic .	tu es un opportuniste .
you're opportunistic .	tu es une opportuniste .
you're opportunistic .	vous êtes un opportuniste .
you're opportunistic .	vous êtes une opportuniste .
you're opportunistic .	vous êtes des opportunistes .
you're overconfident .	tu as trop confiance en toi .
you're overemotional .	tu te laisses trop dominer par tes émotions .
you're overemotional .	vous vous laissez trop dominer par vos émotions .
you're still growing .	tu es encore en train de grandir .
you're still growing .	vous êtes encore en train de grandir .
you're temperamental .	tu es lunatique .
you're temperamental .	vous êtes lunatique .
you're temperamental .	vous êtes lunatiques .
you're temperamental .	vous êtes fantasque .
you're temperamental .	vous êtes fantasques .
you're temperamental .	tu es fantasque .
you're the scapegoat .	vous êtes le bouc émissaire .
you're the scapegoat .	tu es le bouc émissaire .
you're totally right .	tu as parfaitement raison .
you're totally right .	vous avez parfaitement raison .
you're unforgettable .	tu es inoubliable .
you're unforgettable .	vous êtes inoubliable .
you're unforgettable .	vous êtes inoubliables .
you're very flexible .	tu es très flexible .
you're very flexible .	vous êtes très flexible .
you're very flexible .	vous êtes très flexibles .
you're very generous .	tu es très généreux .
you're very generous .	tu es très généreuse .
you're very generous .	tu es fort généreux .
you're very generous .	tu es fort généreuse .
you're very generous .	vous êtes fort généreux .
you're very generous .	vous êtes fort généreuse .
you're very generous .	vous êtes fort généreuses .
you're very generous .	vous êtes très généreuse .
you're very generous .	vous êtes très généreux .
you're very generous .	vous êtes très généreuses .
you're very talented .	vous êtes très talentueux .
you're very talented .	vous êtes très talentueuse .
you're very talented .	vous êtes très talentueuses .
you're very talented .	vous êtes fort talentueuse .
you're very talented .	vous êtes fort talentueuses .
you're very talented .	vous êtes fort talentueux .
you're very talented .	tu es fort talentueux .
you're very talented .	tu es très talentueux .
you're very talented .	tu es fort talentueuse .
you're very talented .	tu es très talentueuse .
you're very talented .	tu es plein de talent .
you're very talented .	tu es pleine de talent .
you're very talented .	vous êtes plein de talent .
you're very talented .	vous êtes pleine de talent .
you're wasting water .	vous gaspillez de l'eau .
you're wasting water .	tu gaspilles de l'eau .
i'm being blackmailed .	on me fait chanter .
i'm getting undressed .	je me déshabille .
i'm not narrow-minded .	je ne suis pas étroit d'esprit .
i'm not narrow-minded .	je ne suis pas étroite d'esprit .
i'm not uncomfortable .	je ne me sens pas mal à l'aise .
i'm not unsympathetic .	je n'y suis pas hostile .
they're able students .	ce sont des étudiants capables .
they're all terrified .	ils sont tous terrifiés .
they're all terrified .	elles sont toutes terrifiées .
they're just students .	ce sont juste des étudiants .
they're just students .	ce ne sont que des étudiants .
they're just students .	ce ne sont que des étudiantes .
they're just students .	ce sont juste des étudiantes .
they're not criminals .	ce ne sont pas des criminels .
they're not criminals .	ce ne sont pas des criminelles .
they're not expensive .	ils ne sont pas chers .
they're not expensive .	elles ne sont pas chères .
they're not expensive .	elles ne sont pas onéreuses .
they're not following .	ils ne sont pas en train de suivre .
they're not following .	elles ne sont pas en train de suivre .
they're playing chess .	ils jouent aux échecs .
we're behind schedule .	nous sommes en retard .
we're closed tomorrow .	nous serons fermés demain .
we're completely lost .	nous sommes complètement égarés .
we're completely lost .	nous sommes complètement égarées .
we're getting married .	nous nous marions .
we're getting nowhere .	nous n'aboutissons nulle part .
we're just practicing .	nous ne faisons que nous exercer .
we're leaving tonight .	nous partons ce soir .
we're nearly finished .	nous en avons presque terminé .
we're nearly finished .	nous en avons presque fini .
we're not responsible .	nous ne sommes pas responsables .
you recovered quickly .	tu t'es rapidement remis sur pieds .
you're always singing .	tu chantes tout le temps .
you're always singing .	vous chantez tout le temps .
you're always singing .	tu es tout le temps en train de chanter .
you're always singing .	vous êtes tout le temps en train de chanter .
you're being paranoid .	tu es paranoïaque .
you're being paranoid .	vous êtes paranoïaque .
you're being paranoid .	vous êtes paranoïaques .
you're getting closer .	tu t'approches .
you're getting closer .	vous vous approchez .
you're over-analyzing .	vous analysez trop .
you're over-analyzing .	tu analyses trop .
you're probably right .	vous avez probablement raison .
you're probably tired .	tu es probablement fatigué .
you're probably tired .	tu es probablement fatiguée .
you're probably tired .	vous êtes probablement fatigué .
you're probably tired .	vous êtes probablement fatiguée .
you're probably tired .	vous êtes probablement fatigués .
you're probably tired .	vous êtes probablement fatiguées .
you're really awesome .	tu es vraiment génial .
you're really awesome .	tu es vraiment géniale .
you're really awesome .	vous êtes vraiment génial .
you're really awesome .	vous êtes vraiment géniale .
you're really awesome .	vous êtes vraiment géniales .
you're really awesome .	vous êtes vraiment géniaux .
you're really selfish .	tu es vraiment égoïste .
you're really selfish .	vous êtes vraiment égoïste .
you're really selfish .	vous êtes vraiment égoïstes .
you're so predictable .	tu es tellement prévisible !
you're so predictable .	vous êtes tellement prévisible !
you're so predictable .	vous êtes tellement prévisibles !
you're turning thirty .	tu entres dans la trentaine .
you're turning thirty .	vous entrez dans la trentaine .
you're very beautiful .	vous êtes très belle .
you're very efficient .	tu es très efficace .
you're very efficient .	tu es fort efficace .
you're very efficient .	vous êtes très efficace .
you're very efficient .	vous êtes très efficaces .
you're very efficient .	vous êtes fort efficace .
you're very efficient .	vous êtes fort efficaces .
you're very emotional .	vous êtes très émotives .
you're very emotional .	vous êtes fort émotives .
you're very emotional .	vous êtes très émotifs .
you're very emotional .	vous êtes très émotive .
you're very emotional .	vous êtes très émotif .
you're very emotional .	vous êtes fort émotive .
you're very emotional .	vous êtes fort émotifs .
you're very emotional .	vous êtes fort émotif .
you're very emotional .	tu es fort émotive .
you're very emotional .	tu es très émotive .
you're very emotional .	tu es fort émotif .
you're very emotional .	tu es très émotif .
you're very fortunate .	tu as vraiment beaucoup de chance .
you're very fortunate .	vous avez vraiment beaucoup de chance .
you're very observant .	tu es très observateur .
you're very observant .	tu es très observatrice .
you're very observant .	vous êtes très observateur .
you're very observant .	vous êtes très observateurs .
you're very observant .	vous êtes très observatrice .
you're very observant .	vous êtes très observatrices .
you're very skeptical .	vous êtes très sceptique .
you're very skeptical .	vous êtes fort sceptique .
you're very skeptical .	vous êtes très sceptiques .
you're very skeptical .	vous êtes fort sceptiques .
you're very skeptical .	tu es fort sceptique .
you're very skeptical .	tu es très sceptique .
i'm completely wrecked .	je suis complètement en vrac .
i'm completely wrecked .	je suis complètement pété .
i'm really embarrassed .	je suis vraiment embarrassé .
i'm really embarrassed .	je suis vraiment embarrassée .
i'm wearing sunglasses .	je porte des lunettes de soleil .
they're still together .	ils sont toujours ensemble .
they're still together .	elles sont toujours ensemble .
we're all disappointed .	nous sommes tous déçus .
we're finished already .	nous en avons déjà terminé .
we're getting divorced .	nous sommes en train de divorcer .
we're having breakfast .	nous sommes en train de prendre le petit-déjeuner .
we're imagining things .	nous nous faisons des idées .
we're investigating it .	nous enquêtons à ce sujet .
we're learning chinese .	nous apprenons le chinois .
we're leaving tomorrow .	nous partirons demain .
we're pretty confident .	nous sommes assez confiants .
we're still vulnerable .	nous sommes encore vulnérables .
we're studying chinese .	nous étudions le chinois .
you aren't replaceable .	tu n'es pas remplaçable .
you aren't replaceable .	vous n'êtes pas remplaçable .
you're being malicious .	tu es médisant .
you're embarrassing me .	vous me gênez .
you're embarrassing me .	vous me mettez mal à l'aise .
you're embarrassing me .	tu me gênes .
you're embarrassing me .	tu me mets mal à l'aise .
you're not cooperating .	vous ne coopérez pas .
you're not cooperating .	tu ne coopères pas .
you're perfectly right .	tu as parfaitement raison .
you're really annoying .	tu es vraiment embêtant .
you're really annoying .	vous êtes vraiment embêtant .
you're really annoying .	tu es vraiment embêtante .
you're really annoying .	vous êtes vraiment embêtante .
you're really annoying .	vous êtes vraiment embêtants .
you're really annoying .	vous êtes vraiment embêtantes .
you're really gorgeous .	tu es vraiment magnifique .
you're really gorgeous .	vous êtes vraiment splendides .
you're really gorgeous .	vous êtes vraiment magnifique .
you're very attractive .	vous êtes très attirant .
you're very attractive .	vous êtes fort attirant .
you're very attractive .	vous êtes très attirante .
you're very attractive .	vous êtes très attirants .
you're very attractive .	vous êtes très attirantes .
you're very attractive .	vous êtes fort attirante .
you're very attractive .	vous êtes fort attirants .
you're very attractive .	vous êtes fort attirantes .
you're very attractive .	tu es fort attirant .
you're very attractive .	tu es fort attirante .
you're very attractive .	tu es très attirant .
you're very attractive .	tu es très attirante .
you're very perceptive .	tu es très perspicace .
you're very perceptive .	vous êtes très perspicace .
you're very perceptive .	vous êtes très perspicaces .
i'm emotionally drained .	émotionnellement, je suis vidé .
i'm emotionally drained .	émotionnellement, je suis vidée .
i'm really disappointed .	je suis vraiment déçu .
i'm really disappointed .	je suis vraiment déçue .
she seemed uninterested .	elle semblait indifférente .
she seemed uninterested .	elle sembla indifférente .
she seemed uninterested .	elle a semblé indifférente .
she studies mathematics .	elle étudie les mathématiques .
they're self sufficient .	ils sont autosuffisants .
they're self sufficient .	elles sont autosuffisantes .
they're speaking french .	ils parlent en français .
they're speaking french .	elles parlent en français .
we're being blackmailed .	on nous fait chanter .
you're absolutely right .	vous avez tout à fait raison .
you're absolutely right .	tu as parfaitement raison .
you're absolutely right .	vous avez parfaitement raison .
you're all hypocritical .	vous êtes tous hypocrites .
you're completely right .	tu as parfaitement raison .
you're finished already .	tu en as déjà fini .
you're finished already .	vous en avez déjà fini .
you're hiding something .	tu caches quelque chose .
you're hiding something .	vous cachez quelque chose .
you're imagining things .	tu imagines des choses .
you're imagining things .	vous imaginez des choses .
you're probably thirsty .	tu as probablement soif .
you're probably thirsty .	vous avez probablement soif .
you're quite attractive .	vous êtes tout à fait attirant .
you're quite attractive .	vous êtes tout à fait attirante .
you're quite attractive .	tu es tout à fait attirant .
you're quite attractive .	tu es tout à fait attirante .
you're totally ignorant .	vous êtes complètement ignorant .
you're totally ignorant .	vous êtes complètement ignorante .
you're totally ignorant .	vous êtes complètement ignorants .
you're totally ignorant .	vous êtes complètement ignorantes .
you're totally ignorant .	tu es complètement ignorant .
you're totally ignorant .	tu es complètement ignorante .
you're trespassing here .	vous êtes dans une propriété privée, ici .
you're trespassing here .	tu es dans une propriété privée, ici .
you're very intelligent .	tu es très intelligent .
you're very intelligent .	tu es très intelligente .
you're very intelligent .	vous êtes très intelligent .
you're very intelligent .	vous êtes très intelligents .
you're very intelligent .	vous êtes très intelligente .
you're very intelligent .	vous êtes très intelligentes .
you're very resourceful .	tu es plein de ressources .
you're very resourceful .	tu es pleine de ressources .
you're very resourceful .	vous êtes plein de ressources .
you're very resourceful .	vous êtes pleins de ressources .
you're very resourceful .	vous êtes pleine de ressources .
you're very resourceful .	vous êtes pleines de ressources .
i'm completely exhausted .	je suis complètement épuisé .
i'm completely exhausted .	je suis complètement vanné .
i'm definitely impressed .	je suis fort impressionné .
i'm definitely impressed .	je suis très impressionnée .
i'm definitely impressed .	je suis fort impressionnée .
we're deluding ourselves .	nous nous berçons d'illusions .
we're deluding ourselves .	nous nous leurrons .
we're enjoying ourselves .	nous nous amusons .
you're disobeying orders .	tu désobéis aux ordres .
you're disobeying orders .	vous désobéissez aux ordres .
you're really incredible .	tu es vraiment incroyable .
you're really incredible .	vous êtes vraiment incroyables .
i'm considering resigning .	je réfléchis à démissionner .
i'm considering resigning .	je songe à démissionner .
i'm gathering information .	je rassemble des informations .
you're always complaining .	tu te plains toujours .
you're always complaining .	vous vous plaignez toujours .
you're very sophisticated .	tu es très élégante .
you're very sophisticated .	tu es fort élégante .
you're very sophisticated .	tu es très élégant .
you're very sophisticated .	tu es fort élégant .
you're very sophisticated .	vous êtes très élégante .
you're very sophisticated .	vous êtes très élégant .
you're very sophisticated .	vous êtes très élégantes .
you're very sophisticated .	vous êtes très élégants .
you're very sophisticated .	vous êtes fort élégante .
you're very sophisticated .	vous êtes fort élégant .
you're very sophisticated .	vous êtes fort élégantes .
you're very sophisticated .	vous êtes fort élégants .
you're very sophisticated .	vous êtes fort raffiné .
you're very sophisticated .	vous êtes fort raffinée .
you're very sophisticated .	vous êtes fort raffinés .
you're very sophisticated .	vous êtes fort raffinées .
you're very sophisticated .	vous êtes très raffiné .
you're very sophisticated .	vous êtes très raffinée .
you're very sophisticated .	vous êtes très raffinés .
you're very sophisticated .	vous êtes très raffinées .
you're very sophisticated .	tu es très raffiné .
you're very sophisticated .	tu es très raffinée .
you're very sophisticated .	tu es fort raffiné .
you're very sophisticated .	tu es fort raffinée .
you're very understanding .	vous êtes fort compréhensif .
you're very understanding .	vous êtes fort compréhensive .
you're very understanding .	vous êtes fort compréhensifs .
you're very understanding .	vous êtes fort compréhensives .
you're very understanding .	vous êtes très compréhensif .
you're very understanding .	vous êtes très compréhensive .
you're very understanding .	vous êtes très compréhensifs .
you're very understanding .	vous êtes très compréhensives .
you're very understanding .	tu es très compréhensif .
you're very understanding .	tu es très compréhensive .
you're very understanding .	tu es fort compréhensif .
you're very understanding .	tu es fort compréhensive .
they're probably americans .	ils sont probablement étasuniens .
they're probably americans .	elles sont probablement étasuniennes .
we're practically brothers .	nous sommes pratiquement frères !
you're incredibly talented .	vous êtes incroyablement talentueuse .
you're incredibly talented .	vous êtes incroyablement talentueux .
you're incredibly talented .	vous êtes incroyablement talentueuses .
you're incredibly talented .	tu es incroyablement talentueuse .
you're incredibly talented .	tu es incroyablement talentueux .
you're unbelievably stupid .	vous êtes incroyablement stupide .
you're unbelievably stupid .	tu es incroyablement stupide .
you're under investigation .	vous faites l'objet d'une enquête .
you're under investigation .	tu fais l'objet d'une enquête .
they're enjoying themselves .	ils s'amusent .
they're enjoying themselves .	elles s'amusent .
they're part-time employees .	ce sont des employés à temps partiel .
they're part-time employees .	ce sont des employées à temps partiel .
you're really absent-minded .	tu es vraiment tête-en-l'air .
you're really absent-minded .	vous êtes vraiment tête-en-l'air .
you're completely delusional .	tu hallucines complètement .
you're completely delusional .	vous hallucinez complètement .
you're embarrassing yourself .	tu te ridiculises .
